GameID,Name,Genre,ESRB,Platform,Publisher,Developer,Score,Year,URL
1,wii sports,sports,e,wii,nintendo,nintendo ead,7.7,2006,/games/boxart/full_2258645AmericaFrontccc.jpg
2,super mario bros.,platform,,nes,nintendo,nintendo ead,10,1985,/games/boxart/8972270ccc.jpg
3,mario kart wii,racing,e,wii,nintendo,nintendo ead,8.649999999999999,2008,/games/boxart/full_8932480AmericaFrontccc.jpg
4,wii sports resort,sports,e,wii,nintendo,nintendo ead,8.4,2009,/games/boxart/full_7295041AmericaFrontccc.jpg
5,pokemon red / green / blue version,role-playing,e,gb,nintendo,game freak,9.4,1998,/games/boxart/full_6442337AmericaFrontccc.png
6,new super mario bros.,platform,e,ds,nintendo,nintendo ead,8.6,2006,/games/boxart/full_2916260AmericaFrontccc.jpg
7,new super mario bros. wii,platform,e,wii,nintendo,nintendo ead,8.899999999999999,2009,/games/boxart/full_1410872AmericaFrontccc.jpg
8,minecraft,misc,,pc,mojang,mojang ab,10,2010,/games/boxart/full_minecraft_1AmericaFront.png
9,wii play,misc,e,wii,nintendo,nintendo ead,5.2,2007,/games/boxart/full_6165969AmericaFrontccc.jpg
10,kinect adventures!,party,e,x360,microsoft game studios,good science studio,6.7,2010,/games/boxart/full_kinect-adventures_386AmericaFront.jpg
11,nintendogs,simulation,e,ds,nintendo,nintendo ead,8.4,2005,/games/boxart/full_4870931AmericaFrontccc.jpg
12,mario kart ds,racing,e,ds,nintendo,nintendo ead,9.25,2005,/games/boxart/full_9551652AmericaFrontccc.jpg
13,pokemon gold / silver version,role-playing,e,gb,nintendo,game freak,9.2,2000,/games/boxart/full_1344180AmericaFrontccc.png
14,wii fit,sports,e,wii,nintendo,nintendo ead,7.9,2008,/games/boxart/full_3619557AmericaFrontccc.jpg
15,wii fit plus,sports,e,wii,nintendo,nintendo ead,8,2009,/games/boxart/full_2716475AmericaFrontccc.jpg
16,super mario world,platform,e,snes,nintendo,nintendo ead,8.5,1991,/games/boxart/full_1091265AmericaFrontccc.jpg
17,grand theft auto v,action,m,ps3,rockstar games,rockstar north,9.4,2013,/games/boxart/full_6510540AmericaFrontccc.jpg
18,grand theft auto v,action,m,ps4,rockstar games,rockstar north,9.7,2014,/games/boxart/full_5563178AmericaFrontccc.jpg
19,brain age: train your brain in minutes a day,misc,e,ds,nintendo,nintendo sdd,8.1,2006,/games/boxart/full_7749365AmericaFrontccc.jpg
20,mario kart 7,racing,e,3ds,nintendo,nintendo ead / retro studios,8.2,2011,/games/boxart/full_mario-kart-7_649AmericaFront.jpg
21,pokemon diamond / pearl version,role-playing,e,ds,nintendo,game freak,8.6,2007,/games/boxart/full_2730687AmericaFrontccc.jpg
22,grand theft auto: san andreas,action,m,ps2,rockstar games,rockstar north,9.5,2004,/games/boxart/3887656ccc.jpg
23,pokemon x/y,role-playing,e,3ds,nintendo,game freak,9.3,2013,/games/boxart/full_9470074AmericaFrontccc.png
24,pokemon ruby / sapphire version,role-playing,e,gba,nintendo,game freak,8.8,2003,/games/boxart/full_4771333AmericaFrontccc.png
25,grand theft auto: vice city,action,m,ps2,rockstar games,rockstar north,9.6,2002,/games/boxart/827563ccc.jpg
26,pokemon sun/moon,role-playing,e,3ds,nintendo,game freak,9,2016,/games/boxart/full_6532288JapanFrontccc.png
27,pokemon black / white version,role-playing,e,ds,nintendo,game freak,8.8,2011,/games/boxart/full_2983232AmericaFrontccc.jpg
28,mario kart 8 deluxe,racing,e,ns,nintendo,nintendo epd,9.3,2017,/games/boxart/full_895207AmericaFrontccc.png
29,counter-strike: source,shooter,m,pc,vu games,valve software,9.3,2004,/games/boxart/full_9030886AmericaFrontccc.jpg
30,gran turismo 3: a-spec,racing,e,ps2,sony computer entertainment,polyphony digital,9.3,2001,/games/boxart/full_5113832AmericaFrontccc.jpg
31,brain age 2: more training in minutes a day,misc,e,ds,nintendo,nintendo sdd,8,2007,/games/boxart/full_1039696AmericaFrontccc.jpg
32,call of duty: modern warfare 3,shooter,m,x360,activision,infinity ward,8.7,2011,/games/boxart/full_call-of-duty-modern-warfare-3_517AmericaFront.jpg
33,call of duty: black ops,shooter,m,x360,activision,treyarch,8.8,2010,/games/boxart/full_call-of-duty-black-ops_5AmericaFront.jpg
34,pokemon yellow: special pikachu edition,role-playing,e,gb,nintendo,game freak,8.7,1999,/games/boxart/4260472ccc.jpg
35,halo 3,shooter,m,x360,microsoft game studios,bungie studios,9.55,2007,/games/boxart/full_8373567AmericaFrontccc.jpg
36,red dead redemption 2,action-adventure,m,ps4,rockstar games,rockstar games,9.8,2018,/games/boxart/full_4653215AmericaFrontccc.jpg
37,super mario odyssey,platform,e10,ns,nintendo,nintendo epd,9.9,2017,/games/boxart/full_1659701AmericaFrontccc.jpg
38,call of duty: modern warfare 2,shooter,m,x360,activision,infinity ward,9.25,2009,/games/boxart/full_809251AmericaFrontccc.jpg
39,call of duty: wwii,shooter,m,ps4,activision,sledgehammer games,8,2017,/games/boxart/full_4380292AmericaFrontccc.jpg
40,call of duty: modern warfare 3,shooter,m,ps3,activision,infinity ward,8.8,2011,/games/boxart/full_call-of-duty-modern-warfare-3_278AmericaFront.jpg
41,super smash bros. brawl,fighting,t,wii,nintendo,project sora,9.45,2008,/games/boxart/full_4169332AmericaFrontccc.jpg
42,grand theft auto iii,action,m,ps2,rockstar games,dma design,9.5,2001,/games/boxart/3570928ccc.jpg
43,new super mario bros. 2,platform,e,3ds,nintendo,nintendo,7.5,2012,/games/boxart/full_9872028AmericaFrontccc.jpg
44,portal 2,shooter,e10,pc,valve,valve software,9.7,2011,/games/boxart/full_portal-2_617AmericaFront.jpg
45,super mario galaxy,platform,e,wii,nintendo,nintendo ead tokyo,9.649999999999999,2007,/games/boxart/full_5542974AmericaFrontccc.jpg
46,pokemon heart gold / soul silver version,role-playing,e,ds,nintendo,game freak,8.6,2010,/games/boxart/full_2733841AmericaFrontccc.jpg
47,call of duty: black ops,shooter,m,ps3,activision,treyarch,8.7,2010,/games/boxart/full_call-of-duty-black-ops_3AmericaFront.jpg
48,super mario 3d land,platform,e,3ds,nintendo,nintendo ead tokyo,8.9,2011,/games/boxart/full_super-mario-3dland_167AmericaFront.jpg
49,animal crossing: new leaf,simulation,e,3ds,nintendo,nintendo ead,8.6,2013,/games/boxart/full_7774244AmericaFrontccc.jpg
50,super smash bros. ultimate,fighting,e10,ns,nintendo,bandai namco games,9.55,2018,/games/boxart/full_8423750AmericaFrontccc.jpg
51,diablo iii,role-playing,m,pc,blizzard entertainment,blizzard entertainment,9,2012,/games/boxart/full_diablo-iii_550AmericaFront.jpg
52,pokemon firered / leafgreen version,role-playing,e,gba,nintendo,game freak,8.3,2004,/games/boxart/full_5668335AmericaFrontccc.jpg
53,gran turismo 5,racing,e,ps3,sony computer entertainment,polyphony digital,8.3,2010,/games/boxart/full_gran-turismo-5_118AmericaFront.png
54,super mario 64,platform,e,n64,nintendo,nintendo ead,9.7,1996,/games/boxart/full_9007863AmericaFrontccc.jpg
55,fifa 18,sports,e,ps4,ea sports,ea vancouver,8.3,2017,/games/boxart/full_5257064AmericaFrontccc.jpg
56,gran turismo 4,racing,e,ps2,sony computer entertainment,polyphony digital,8.7,2005,/games/boxart/full_8555381AmericaFrontccc.jpg
57,animal crossing: wild world,simulation,e,ds,nintendo,nintendo ead,8.5,2005,/games/boxart/full_8328377AmericaFrontccc.jpg
58,the legend of zelda: breath of the wild,action-adventure,e10,ns,nintendo,nintendo epd,9.95,2017,/games/boxart/full_4436858AmericaFrontccc.png
59,super mario land 2: 6 golden coins,platform,e,gb,nintendo,nintendo r&d1,9,1992,/games/boxart/full_5947486AmericaFrontccc.jpg
60,grand theft auto iv,action,m,x360,rockstar games,rockstar north,10,2008,/games/boxart/full_1182151AmericaFrontccc.jpg
61,super mario 64 ds,platform,e,ds,nintendo,nintendo ead,8.6,2004,/games/boxart/full_1719347AmericaFrontccc.jpg
62,terraria,platform,t,pc,unknown,re-logic,8.8,2011,/games/boxart/full_terraria_497AmericaFront.jpg
63,fifa 17,sports,e,ps4,electronic arts,ea canada,8.9,2016,/games/boxart/full_7661370AmericaFrontccc.jpg
64,gran turismo,racing,e,ps,sony computer entertainment,polyphony digital,9.5,1998,/games/boxart/6215143ccc.jpg
65,call of duty: modern warfare 2,shooter,m,ps3,activision,infinity ward,9.5,2009,/games/boxart/full_call-of-duty-modern-warfare-2_1AmericaFront.jpg
66,grand theft auto iv,action,m,ps3,rockstar games,rockstar north,9.5,2008,/games/boxart/full_1729769AmericaFrontccc.jpg
67,super mario all-stars,platform,e,snes,nintendo,nintendo ead,9.5,1993,/games/boxart/8836826ccc.jpg
68,call of duty: ghosts,shooter,m,x360,activision,infinity ward,6.9,2013,/games/boxart/full_8522439AmericaFrontccc.jpg
69,just dance 3,misc,e10,wii,ubisoft,ubisoft paris,7.5,2011,/games/boxart/full_just-dance-3_883AmericaFront.jpg
70,call of duty: ghosts,shooter,m,ps3,activision,infinity ward,7.5,2013,/games/boxart/full_3698558AmericaFrontccc.jpg
71,horizon: zero dawn,action,t,ps4,sony interactive entertainment,guerrilla games,8.55,2017,/games/boxart/full_719511AmericaFrontccc.jpg
72,rollercoaster tycoon 3,strategy,e,pc,atari,frontier developments,8.3,2004,/games/boxart/full_6560922AmericaFrontccc.jpg
73,halo: reach,shooter,m,x360,microsoft game studios,bungie,9.3,2010,/games/boxart/full_halo-reach_6AmericaFront.jpg
74,portal,shooter,t,pc,valve corporation,valve software,9,2008,/games/boxart/5574270ccc.jpg
75,final fantasy vii,role-playing,t,ps,sony computer entertainment,squaresoft,9.55,1997,/games/boxart/1190945ccc.jpg
76,mario kart 64,racing,e,n64,nintendo,nintendo ead,8.5,1997,/games/boxart/full_8835641AmericaFrontccc.jpg
77,starcraft,strategy,t,pc,blizzard entertainment,blizzard entertainment,8.7,1998,/games/boxart/3959329ccc.jpg
78,super smash bros. for 3ds,fighting,e10,3ds,nintendo,bandai namco games,8.4,2014,/games/boxart/full_4463374AmericaFrontccc.jpg
79,call of duty 4: modern warfare,shooter,m,x360,activision,infinity ward,9.3,2007,/games/boxart/full_4481633AmericaFrontccc.jpg
80,gran turismo 2,racing,e,ps,sony computer entertainment,polyphony digital,9.2,1999,/games/boxart/45196ccc.jpg
81,wii party,misc,e,wii,nintendo,"nd cube co., ltd.",7,2010,/games/boxart/full_wii-party_1AmericaFront.jpg
82,mario party ds,misc,e,ds,nintendo,hudson soft,7.1,2007,/games/boxart/full_7340729AmericaFrontccc.jpg
83,donkey kong country,platform,e,snes,nintendo,rare ltd.,9,1994,/games/boxart/6431319ccc.jpg
84,rust,action-adventure,,pc,facepunch studios,facepunch studios,6.1,2018,/games/boxart/full_9200722AmericaFrontccc.jpg
85,marvel's spider-man,action-adventure,t,ps4,sony interactive entertainment,insomniac games,9.1,2018,/games/boxart/full_7960565AmericaFrontccc.jpg
86,half-life 2,shooter,m,pc,vu games,valve software,9.7,2004,/games/boxart/6354662ccc.jpg
87,the elder scrolls v: skyrim,role-playing,m,x360,bethesda softworks,bethesda game studios,9.3,2011,/games/boxart/full_the-elder-scrolls-v-skyrim_554AmericaFront.jpg
88,mario party 8,misc,e,wii,nintendo,hudson soft,6.5,2007,/games/boxart/full_7451822AmericaFrontccc.jpg
89,super mario kart,racing,e,snes,nintendo,nintendo ead,10,1992,/games/boxart/full_3980311AmericaFrontccc.jpg
90,grand theft auto v,action,m,xone,rockstar games,rockstar north,9.0,2014,/games/boxart/full_8047513AmericaFrontccc.jpg
91,uncharted 4: a thief's end,action,t,ps4,sony interactive entertainment,naughty dog,9.2,2016,/games/boxart/full_2804791AmericaFrontccc.jpg
92,final fantasy viii,role-playing,t,ps,square ea,squaresoft,9.4,1999,/games/boxart/1184295ccc.jpg
93,final fantasy x,role-playing,t,ps2,square,squaresoft,9.5,2001,/games/boxart/4912276ccc.jpg
94,pokemon black 2 and white 2,role-playing,e,ds,nintendo,game freak,8.15,2012,/games/boxart/full_3674437AmericaFrontccc.png
95,fallout 4,role-playing,m,ps4,bethesda softworks,bethesda game studios,8.6,2015,/games/boxart/full_2507140AmericaFrontccc.jpg
96,mario kart 8,racing,e,wiiu,nintendo,nintendo,8.8,2014,/games/boxart/full_638065AmericaFrontccc.jpg
97,tekken 3,fighting,t,ps,namco,namco,9.6,1998,/games/boxart/full_tekken-3_687AmericaFront.jpg
98,pokemon: ultra sun and ultra moon,role-playing,e,3ds,nintendo,game freak,8.1,2017,/games/boxart/full_9155401AmericaFrontccc.png
99,splatoon 2,shooter,e10,ns,nintendo,nintendo epd,8.2,2017,/games/boxart/full_7536933AmericaFrontccc.png
100,fifa 16,sports,e,ps4,ea sports,ea canada,8.5,2015,/games/boxart/full_862315AmericaFrontccc.jpg
101,goldeneye 007,shooter,t,n64,nintendo,rare ltd.,9.8,1997,/games/boxart/2952086ccc.jpg
102,star wars battlefront (2015),shooter,t,ps4,electronic arts,ea dice,7.1,2015,/games/boxart/full_4873252AmericaFrontccc.jpg
103,halo 2,shooter,m,xb,microsoft game studios,bungie studios,9.6,2004,/games/boxart/2840502ccc.jpg
104,the sims 3,simulation,t,pc,electronic arts,ea redwood shores,8.5,2009,/games/boxart/full_7487992AmericaFrontccc.jpg
105,grand theft auto: liberty city stories,action,m,psp,rockstar games,rockstar leeds,8.8,2005,/games/boxart/1340019ccc.jpg
106,pokemon platinum version,role-playing,e,ds,nintendo,game freak,8.600000000000001,2009,/games/boxart/full_2423658AmericaFrontccc.jpg
107,the legend of zelda: ocarina of time,adventure,e,n64,nintendo,nintendo ead,9.95,1998,/games/boxart/full_1349358AmericaFrontccc.jpg
108,crash bandicoot 2: cortex strikes back,platform,e,ps,sony computer entertainment,naughty dog,8.6,1997,/games/boxart/full_7543191AmericaFrontccc.jpg
109,call of duty: advanced warfare,shooter,m,ps4,activision,sledgehammer games,8.5,2014,/games/boxart/full_514368AmericaFrontccc.jpg
110,call of duty: world at war,shooter,m,x360,activision,treyarch,8.15,2008,/games/boxart/full_3557116AmericaFrontccc.jpg
111,super mario galaxy 2,platform,e,wii,nintendo,nintendo ead tokyo,9.75,2010,/games/boxart/full_903954AmericaFrontccc.jpg
112,super smash bros. melee,fighting,t,gc,nintendo,hal laboratory,9.2,2001,/games/boxart/full_404087AmericaFrontccc.jpg
113,battlefield 3,shooter,m,x360,electronic arts,dice,8.5,2011,/games/boxart/full_battlefield-3_439AmericaFront.jpg
114,the legend of zelda: twilight princess,adventure,t,wii,nintendo,nintendo ead,9.55,2006,/games/boxart/full_2379938AmericaFrontccc.jpg
115,battlefield 3,shooter,m,ps3,electronic arts,dice,8.5,2011,/games/boxart/full_battlefield-3_278AmericaFront.jpg
116,need for speed underground,racing,e,ps2,electronic arts,ea black box,8.6,2003,/games/boxart/9040231ccc.jpg
117,the binding of isaac,action,,pc,edmund mcmillen,edmund mcmillen,8.3,2011,/games/boxart/full_the-binding-of-isaac_366AmericaFront.jpg
118,crash bandicoot 3: warped,platform,e,ps,sony computer entertainment,naughty dog,9.3,1998,/games/boxart/8735469ccc.jpg
119,pokemon emerald version,role-playing,e,gba,nintendo,game freak,7.7,2005,/games/boxart/4017681ccc.jpg
120,need for speed underground 2,racing,e,ps2,electronic arts,ea black box,8.3,2004,/games/boxart/full_868897AmericaFrontccc.jpg
121,mario kart: double dash!!,racing,e,gc,nintendo,nintendo ead,8.5,2003,/games/boxart/7829386ccc.jpg
122,uncharted 3: drake's deception,action,t,ps3,sony computer entertainment,naughty dog,7.800000000000001,2011,/games/boxart/full_uncharted-3-drakes-deception_174AmericaFront.jpg
123,medal of honor: frontline,shooter,t,ps2,electronic arts,ea los angeles,9,2002,/games/boxart/7583871ccc.jpg
124,crash bandicoot,platform,e,ps,sony computer entertainment,naughty dog,7.8,1996,/games/boxart/full_5316597AmericaFrontccc.png
125,uncharted 2: among thieves,action,t,ps3,sony computer entertainment,naughty dog,9.55,2009,/games/boxart/full_2350454AmericaFrontccc.jpg
126,call of duty 4: modern warfare,shooter,m,ps3,activision,infinity ward,9.55,2007,/games/boxart/full_75346AmericaFrontccc.jpg
127,fifa soccer 12,sports,e,ps3,ea sports,ea canada,9.2,2011,/games/boxart/full_fifa-soccer-12_475AmericaFront.jpg
128,red dead redemption,action,m,ps3,rockstar games,rockstar san diego,9.5,2011,/games/boxart/full_7375558AmericaFrontccc.jpg
129,donkey kong country returns,platform,e,wii,nintendo,retro studios,8.6,2010,/games/boxart/full_donkey-kong-country-returns_6AmericaFront.jpg
130,assassin's creed iii,action-adventure,m,ps3,ubisoft,ubisoft montreal,8.8,2012,/games/boxart/full_7776699AmericaFrontccc.jpeg
131,guild wars,role-playing,t,pc,ncsoft,arenanet,8.7,2005,/games/boxart/7542120ccc.jpg
132,red dead redemption,action,m,x360,rockstar games,rockstar san diego,9.75,2010,/games/boxart/full_2634795AmericaFrontccc.jpg
133,the elder scrolls v: skyrim,role-playing,m,ps3,bethesda softworks,bethesda game studios,9,2011,/games/boxart/full_the-elder-scrolls-v-skyrim_425AmericaFront.jpg
134,final fantasy xii,role-playing,t,ps2,square enix,square enix,9.45,2006,/games/boxart/full_5437540AmericaFrontccc.jpg
135,tomodachi life,simulation,e,3ds,nintendo,nintendo,7.8,2014,/games/boxart/full_6316001AmericaFrontccc.png
136,pokemon crystal version,role-playing,e,gbc,nintendo,game freak,8.7,2001,/games/boxart/2989621ccc.jpg
137,halo 3: odst,shooter,m,x360,microsoft game studios,bungie,8.7,2009,/games/boxart/full_8199541AmericaFrontccc.jpg
138,minecraft,misc,e10,ps4,sony computer entertainment,mojang,9.4,2014,/games/boxart/full_6776646AmericaFrontccc.jpg
139,fifa 15,sports,e,ps4,ea sports,ea canada,8.1,2014,/games/boxart/full_189344AmericaFrontccc.jpg
140,kingdom hearts,role-playing,e,ps2,square ea,squaresoft,8.5,2002,/games/boxart/6663606ccc.jpg
141,the last of us,action-adventure,m,ps3,sony computer entertainment america,naughty dog,9.5,2013,/games/boxart/full_2562877AmericaFrontccc.jpg
142,driver,action,t,ps,gt interactive,reflections interactive,8.5,1999,/games/boxart/7411582ccc.jpg
143,god of war (2018),action,m,ps4,sony interactive entertainment,sie santa monica studio,9.7,2018,/games/boxart/full_3094030AmericaFrontccc.jpg
144,big brain academy,misc,e,ds,nintendo,nintendo ead,7.7,2006,/games/boxart/full_8805912AmericaFrontccc.jpg
145,metal gear solid 2: sons of liberty,action,m,ps2,konami,konami computer entertainment japan,8.25,2001,/games/boxart/7540650ccc.jpg
146,metal gear solid,action,m,ps,konami,konami computer entertainment japan,9.3,1998,/games/boxart/9272999ccc.jpg
147,myst,adventure,e,pc,broderbund,cyan worlds,8.9,1995,/games/boxart/6809758ccc.jpg
148,metal gear solid 4: guns of the patriots,action,m,ps3,konami,kojima productions,9.55,2008,/games/boxart/full_9894043AmericaFrontccc.jpg
149,euro truck simulator 2,simulation,,pc,scs software,scs software,8.5,2013,/games/boxart/full_7497790PALFrontccc.jpg
150,mario kart: super circuit,racing,e,gba,nintendo,intelligent systems,9.3,2001,/games/boxart/2658248ccc.jpg
151,super mario sunshine,platform,e,gc,nintendo,nintendo ead,9.2,2002,/games/boxart/full_7690529AmericaFrontccc.jpg
152,littlebigplanet,platform,e,ps3,sony computer entertainment,media molecule,9.3,2008,/games/boxart/full_2499488AmericaFrontccc.jpg
153,super mario 3d world,platform,e,wiiu,nintendo,nintendo ead tokyo,9.5,2013,/games/boxart/full_5846657AmericaFrontccc.jpg
154,link's crossbow training,shooter,t,wii,nintendo,nintendo ead,6.9,2007,/games/boxart/full_links-crossbow-training_1AmericaFront.jpg
155,new super mario bros. u,platform,e,wiiu,nintendo,nintendo ead,8.4,2012,/games/boxart/full_3288399AmericaFrontccc.jpg
156,luigi's mansion: dark moon,adventure,e,3ds,nintendo,next level games,8.6,2013,/games/boxart/full_5092550AmericaFrontccc.png
157,tekken 2,fighting,t,ps,namco,namco,9.1,1996,/games/boxart/full_tekken-2_616AmericaFront.jpg
158,super mario world: super mario advance 2,platform,e,gba,nintendo,nintendo ead,9.4,2002,/games/boxart/5020276ccc.jpg
159,lego star wars: the complete saga,action,e10,wii,lucasarts,traveller's tales,8,2007,/games/boxart/full_2958031AmericaFrontccc.jpg
160,cooking mama,simulation,e,ds,majesco,office create,6.6,2006,/games/boxart/full_4805635AmericaFrontccc.jpg
161,the legend of zelda: ocarina of time 3d,action-adventure,e10,3ds,nintendo,grezzo,9.5,2011,/games/boxart/full_808764AmericaFrontccc.jpg
162,super mario advance,platform,e,gba,nintendo,nintendo ead,8.2,2001,/games/boxart/1255012ccc.png
163,assassin's creed ii,action,m,ps3,ubisoft,ubisoft montreal,9,2009,/games/boxart/full_5252150AmericaFrontccc.jpg
164,super smash bros.,fighting,e,n64,nintendo,hal laboratory,8.4,1999,/games/boxart/full_4987723AmericaFrontccc.jpg
165,assassin's creed,action,m,x360,ubisoft,ubisoft montreal,8.1,2007,/games/boxart/full_7562642AmericaFrontccc.jpg
166,batman: arkham city,action,t,ps3,warner bros. interactive,rocksteady studios,9.6,2011,/games/boxart/full_batman-arkham-city_591AmericaFront.jpg
167,forza motorsport 3,racing,e,x360,microsoft game studios,turn 10 studios,9.5,2009,/games/boxart/full_forza-motorsport-3_9AmericaFront.jpg
168,dragon quest ix: sentinels of the starry skies,role-playing,e10,ds,nintendo,level 5,8.6,2010,/games/boxart/full_9921863AmericaFrontccc.jpg
169,final fantasy ix,role-playing,t,ps,square,squaresoft,9.2,2000,/games/boxart/5453509ccc.jpg
170,final fantasy x-2,role-playing,t,ps2,square enix,square enix,8.3,2003,/games/boxart/1345488ccc.jpg
171,tomb raider (2013),action,m,pc,square enix,crystal dynamics,8.8,2013,/games/boxart/full_5321723AmericaFrontccc.jpg
172,pokemon stadium,strategy,e,n64,nintendo,hal laboratory,7.5,2000,/games/boxart/full_6051233AmericaFrontccc.jpg
173,call of duty: world at war,shooter,m,ps3,activision,treyarch,8.4,2008,/games/boxart/full_4070815AmericaFrontccc.jpg
174,super mario advance 4: super mario bros. 3,platform,e,gba,nintendo,nintendo ead,9.2,2003,/games/boxart/3074364ccc.jpg
175,crash bandicoot: the wrath of cortex,platform,e,ps2,universal interactive,traveller's tales,6.9,2001,/games/boxart/9261584ccc.jpg
176,final fantasy xiii,role-playing,t,ps3,square enix,square enix,8.6,2010,/games/boxart/full_282357AmericaFrontccc.jpg
177,gran turismo 5 prologue,racing,e,ps3,sony computer entertainment,polyphony digital,8.3,2008,/games/boxart/full_7582703AmericaFrontccc.jpg
178,super smash bros. for wii u,fighting,e10,wiiu,nintendo,bandai namco games,9.2,2014,/games/boxart/full_8573628AmericaFrontccc.jpg
179,pokemon pinball,misc,e,gbc,nintendo,jupiter corporation,8.7,1999,/games/boxart/8982539ccc.jpg
180,assassin's creed ii,action,m,x360,ubisoft,ubisoft montreal,9.1,2009,/games/boxart/full_8353337AmericaFrontccc.jpg
181,super mario party,party,e,ns,nintendo,"nd cube co., ltd.",7.3,2018,/games/boxart/full_4963230AmericaFrontccc.jpg
182,donkey kong 64,platform,e,n64,nintendo,rare ltd.,9.3,1999,/games/boxart/8478887ccc.jpg
183,just dance 2,misc,e10,wii,ubisoft,ubisoft paris,7.3,2010,/games/boxart/full_just-dance-2_8AmericaFront.jpg
184,tomb raider ii,adventure,t,ps,eidos interactive,core design ltd.,7.6,1997,/games/boxart/3330776ccc.jpg
185,madden nfl 2004,sports,e,ps2,ea sports,ea tiburon,9.5,2003,/games/boxart/1473680ccc.jpg
186,call of duty: advanced warfare,shooter,m,xone,activision,sledgehammer games,8.3,2014,/games/boxart/full_6401955AmericaFrontccc.jpg
187,fallout: new vegas,role-playing,m,pc,bethesda softworks,obsidian entertainment,8.3,2010,/games/boxart/full_5517909AmericaFrontccc.jpg
188,kingdom hearts ii,role-playing,e10,ps2,square enix,square enix,8.3,2006,/games/boxart/full_282541AmericaFrontccc.jpg
189,god of war iii,action,m,ps3,sony computer entertainment,scea santa monica studio,9.3,2010,/games/boxart/full_3803324AmericaFrontccc.jpg
190,nintendo land,party,e10,wiiu,nintendo,nintendo,7.8,2012,/games/boxart/full_7183633AmericaFrontccc.jpg
191,super mario land 3: wario land,platform,e,gb,nintendo,nintendo r&d1,7.9,1994,/games/boxart/7315975ccc.jpg
192,donkey kong country 2: diddy's kong quest,platform,e,snes,nintendo,rare ltd.,9.3,1995,/games/boxart/3074502ccc.jpg
193,medal of honor: rising sun,shooter,t,ps2,electronic arts,ea los angeles,5.9,2003,/games/boxart/255122ccc.jpg
194,microsoft flight simulator,simulation,e,pc,microsoft,microsoft,7,1996,/games/boxart/2419814ccc.jpg
195,guitar hero ii,misc,t,ps2,redoctane,harmonix music systems,9.2,2006,/games/boxart/full_2486879AmericaFrontccc.jpg
196,resident evil 5,action,m,ps3,capcom,capcom,8.7,2009,/games/boxart/full_989928AmericaFrontccc.jpg
197,fable iii,role-playing,m,x360,microsoft game studios,lionhead studios,7.8,2010,/games/boxart/full_fable-iii_9AmericaFront.jpg
198,mario & sonic at the olympic games,sports,e,ds,sega,sega,7,2008,/games/boxart/full_557605AmericaFrontccc.jpg
199,grand theft auto: vice city stories,action,m,psp,rockstar games,rockstar leeds,8.4,2006,/games/boxart/full_1162504AmericaFrontccc.jpg
200,fifa soccer 11,sports,e,ps3,ea sports,ea canada,8.7,2010,/games/boxart/full_fifa-soccer-11_6AmericaFront.jpg
201,super mario bros. deluxe,platform,e,gb,nintendo,nintendo ead,9.7,1999,/games/boxart/1232596ccc.jpg
202,final fantasy xv,role-playing,t,ps4,square enix,square enix,8.1,2016,/games/boxart/full_1882754JapanFrontccc.jpg
203,fallout 4,role-playing,m,xone,bethesda softworks,bethesda game studios,8.4,2015,/games/boxart/full_4876777AmericaFrontccc.jpg
204,tony hawk's pro skater,sports,t,ps,activision,neversoft entertainment,9.6,1999,/games/boxart/full_7000850AmericaFrontccc.jpg
205,spyro the dragon,platform,e,ps,sony computer entertainment,insomniac games,8.7,1998,/games/boxart/4840522ccc.jpg
206,gears of war,shooter,m,x360,microsoft game studios,epic games,9.4,2006,/games/boxart/full_7453779AmericaFrontccc.jpg
207,gears of war 2,shooter,m,x360,microsoft game studios,epic games,9.45,2008,/games/boxart/full_4089698AmericaFrontccc.jpg
208,halo 5: guardians,shooter,t,xone,microsoft studios,343 industries,8.6,2015,/games/boxart/full_5219144AmericaFrontccc.jpg
209,halo: combat evolved,shooter,m,xb,microsoft,bungie studios,9.5,2001,/games/boxart/2626126ccc.jpg
210,guitar hero iii: legends of rock,misc,t,ps2,redoctane,budcat creations,8.2,2007,/games/boxart/full_5372169AmericaFrontccc.jpg
211,uncharted: drake's fortune,action,t,ps3,sony computer entertainment,naughty dog,8.649999999999999,2007,/games/boxart/full_7863698AmericaFrontccc.jpg
212,resident evil 2,action,m,ps,capcom,capcom,9.3,1998,/games/boxart/full_3891455AmericaFrontccc.jpg
213,fallout 3,role-playing,m,x360,bethesda softworks,bethesda game studios,8.8,2008,/games/boxart/full_6847566AmericaFrontccc.jpg
214,splatoon,shooter,e10,wiiu,nintendo,nintendo ead,8.4,2015,/games/boxart/full_8081400AmericaFrontccc.png
215,madden nfl 06,sports,e,ps2,ea sports,ea tiburon,9.1,2005,/games/boxart/full_727567AmericaFrontccc.jpg
216,stardew valley,simulation,e10,pc,chucklefish,concernedape,9.2,2016,/games/boxart/full_5698458AmericaFrontccc.jpg
217,dragon quest viii: journey of the cursed king,role-playing,t,ps2,square enix,level 5 / armor project,8.6,2005,/games/boxart/9850714ccc.jpg
218,diddy kong racing,racing,e,n64,nintendo,rare ltd.,8.3,1997,/games/boxart/5394136ccc.jpg
219,pokemon mystery dungeon: explorers of time / darkness,role-playing,e,ds,nintendo,chunsoft,6.4,2008,/games/boxart/full_205074AmericaFrontccc.jpg
